HGNC ID	Approved symbol	Ensembl gene ID	Ensembl ID(supplied by Ensembl)	NCBI Gene ID(supplied by NCBI)
HGNC:4906	HHLA3	ENSG00000197568	ENSG00000197568	11147
HGNC:40277	HHLA3-AS1	ENSG00000226088	ENSG00000226088	102724548
HGNC:4907	HIBADH	ENSG00000106049	ENSG00000106049	11112
HGNC:4908	HIBCH	ENSG00000198130	ENSG00000198130	26275
HGNC:4909	HIC1	ENSG00000177374	ENSG00000177374	3090
HGNC:18595	HIC2	ENSG00000169635	ENSG00000169635	23119
HGNC:15736	HID1	ENSG00000167861	ENSG00000167861	283987
HGNC:51181	HID1-AS1	ENSG00000263586	ENSG00000263586	102723641
HGNC:4910	HIF1A	ENSG00000100644	ENSG00000100644	3091
HGNC:43014	HIF1A-AS1	ENSG00000258777	ENSG00000258777	100750246
HGNC:43015	HIF1A-AS2			100750247
HGNC:54284	HIF1A-AS3	ENSG00000258667	ENSG00000258667	105370526
HGNC:17113	HIF1AN	ENSG00000166135	ENSG00000166135	55662
HGNC:43016	HIF1AP1	ENSG00000258978	ENSG00000258978	100874523
HGNC:15825	HIF3A	ENSG00000124440	ENSG00000124440	64344
HGNC:29527	HIGD1A	ENSG00000181061	ENSG00000181061	25994
HGNC:22804	HIGD1AP1	ENSG00000258016	ENSG00000258016	100129086
HGNC:42642	HIGD1AP2	ENSG00000237148	ENSG00000237148	100874450
HGNC:42998	HIGD1AP3	ENSG00000248929	ENSG00000248929	100859920
HGNC:43000	HIGD1AP4	ENSG00000233299	ENSG00000233299	100874435
HGNC:42999	HIGD1AP5	ENSG00000255254	ENSG00000255254	100289300
HGNC:43001	HIGD1AP6	ENSG00000253229	ENSG00000253229	100874436
HGNC:43002	HIGD1AP7			100874437
HGNC:43003	HIGD1AP8	ENSG00000237303	ENSG00000237303	100874451
HGNC:43004	HIGD1AP9	ENSG00000258104	ENSG00000258104	100874452
HGNC:43005	HIGD1AP10	ENSG00000254455	ENSG00000254455	100287960
HGNC:43006	HIGD1AP11	ENSG00000227644	ENSG00000227644	100874453
HGNC:43007	HIGD1AP12	ENSG00000236012	ENSG00000236012	100130383
HGNC:43008	HIGD1AP13	ENSG00000251019	ENSG00000251019	100874454
HGNC:43009	HIGD1AP14	ENSG00000248785	ENSG00000248785	100874455
HGNC:43010	HIGD1AP15	ENSG00000237005	ENSG00000237005	100289605
HGNC:43011	HIGD1AP16	ENSG00000219608	ENSG00000219608	100874476
HGNC:43012	HIGD1AP17	ENSG00000258886	ENSG00000258886	100874477
HGNC:43013	HIGD1AP18	ENSG00000253952	ENSG00000253952	100874456
HGNC:24318	HIGD1B	ENSG00000131097	ENSG00000131097	51751
HGNC:28044	HIGD1C	ENSG00000214511	ENSG00000214511	613227
HGNC:28311	HIGD2A	ENSG00000146066	ENSG00000146066	192286
HGNC:54793	HIGD2AP1	ENSG00000230047	ENSG00000230047	100289360
HGNC:54794	HIGD2AP2	ENSG00000235695	ENSG00000235695	112268442
HGNC:26984	HIGD2B	ENSG00000175202	ENSG00000175202	123346
HGNC:4911	HIGM1			
HGNC:26938	HIKESHI	ENSG00000149196	ENSG00000149196	51501
HGNC:54901	HIKESHIP1	ENSG00000226774		100217367
HGNC:54902	HIKESHIP2	ENSG00000267544		117751740
HGNC:54904	HIKESHIP3	ENSG00000271081		117751737
HGNC:28859	HILPDA	ENSG00000135245	ENSG00000135245	29923
HGNC:17850	HINFP	ENSG00000172273	ENSG00000172273	25988
HGNC:4912	HINT1	ENSG00000169567	ENSG00000169567	3094
HGNC:18467	HINT1P1	ENSG00000231531	ENSG00000231531	730647
HGNC:38049	HINT1P2	ENSG00000271159	ENSG00000271159	100233146
HGNC:18344	HINT2	ENSG00000137133	ENSG00000137133	84681
HGNC:50311	HINT2P1	ENSG00000230398	ENSG00000230398	101929471
HGNC:18468	HINT3	ENSG00000111911	ENSG00000111911	135114
HGNC:4913	HIP1	ENSG00000127946	ENSG00000127946	3092
HGNC:18415	HIP1R	ENSG00000130787	ENSG00000130787	9026
HGNC:19006	HIPK1	ENSG00000163349	ENSG00000163349	204851
HGNC:50576	HIPK1-AS1	ENSG00000235527	ENSG00000235527	101928846
HGNC:14402	HIPK2	ENSG00000064393	ENSG00000064393	28996
HGNC:4915	HIPK3	ENSG00000110422	ENSG00000110422	10114
HGNC:19007	HIPK4	ENSG00000160396	ENSG00000160396	147746
HGNC:4916	HIRA	ENSG00000100084	ENSG00000100084	7290
HGNC:44916	HIRAP1	ENSG00000271563	ENSG00000271563	100422545
HGNC:4917	HIRIP3	ENSG00000149929	ENSG00000149929	8479
HGNC:4918	HIS			
HGNC:20504	HIST2H3B			
HGNC:4919	HIVE1			
HGNC:4920	HIVEP1	ENSG00000095951	ENSG00000095951	3096
HGNC:4921	HIVEP2	ENSG00000010818	ENSG00000010818	3097
HGNC:13561	HIVEP3	ENSG00000127124	ENSG00000127124	59269
HGNC:25444	HJURP	ENSG00000123485	ENSG00000123485	55355
HGNC:4887	HJV	ENSG00000168509	ENSG00000168509	148738
HGNC:4922	HK1	ENSG00000156515	ENSG00000156515	3098
HGNC:4923	HK2	ENSG00000159399	ENSG00000159399	3099
HGNC:55204	HK2-DT	ENSG00000272711		
HGNC:4924	HK2P1	ENSG00000228612	ENSG00000228612	642546
HGNC:16679	HK2P2			
HGNC:4925	HK3	ENSG00000160883	ENSG00000160883	3101
HGNC:23302	HKDC1	ENSG00000156510	ENSG00000156510	80201
HGNC:4931	HLA-A	ENSG00000206503	ENSG00000206503	3105
HGNC:4932	HLA-B	ENSG00000234745	ENSG00000234745	3106
HGNC:4933	HLA-C	ENSG00000204525	ENSG00000204525	3107
HGNC:4934	HLA-DMA	ENSG00000204257	ENSG00000204257	3108
HGNC:4935	HLA-DMB	ENSG00000242574	ENSG00000242574	3109
HGNC:4936	HLA-DOA	ENSG00000204252	ENSG00000204252	3111
HGNC:4937	HLA-DOB	ENSG00000241106	ENSG00000241106	3112
HGNC:4938	HLA-DPA1	ENSG00000231389	ENSG00000231389	3113
HGNC:4939	HLA-DPA2	ENSG00000231461	ENSG00000231461	646702
HGNC:19393	HLA-DPA3	ENSG00000237398	ENSG00000237398	267013
HGNC:4940	HLA-DPB1	ENSG00000223865	ENSG00000223865	3115
HGNC:4941	HLA-DPB2	ENSG00000224557	ENSG00000224557	3116
HGNC:4942	HLA-DQA1	ENSG00000196735	ENSG00000196735	3117
HGNC:4943	HLA-DQA2	ENSG00000237541	ENSG00000237541	3118
HGNC:4944	HLA-DQB1	ENSG00000179344	ENSG00000179344	3119
HGNC:39762	HLA-DQB1-AS1	ENSG00000223534	ENSG00000223534	106480429
HGNC:4945	HLA-DQB2	ENSG00000232629	ENSG00000232629	3120
HGNC:4946	HLA-DQB3	ENSG00000226030	ENSG00000226030	3121
HGNC:4947	HLA-DRA	ENSG00000204287	ENSG00000204287	3122
HGNC:4948	HLA-DRB1	ENSG00000196126	ENSG00000196126	3123
HGNC:4949	HLA-DRB1L			
HGNC:4950	HLA-DRB2	ENSG00000227442		3124
HGNC:4951	HLA-DRB3	ENSG00000196101		3125
HGNC:4952	HLA-DRB4	ENSG00000227357		3126
HGNC:4953	HLA-DRB5	ENSG00000198502	ENSG00000198502	3127
HGNC:4954	HLA-DRB6	ENSG00000229391	ENSG00000229391	3128
HGNC:4955	HLA-DRB7	ENSG00000227099		3129
HGNC:4956	HLA-DRB8	ENSG00000233697		3130
HGNC:4957	HLA-DRB9	ENSG00000196301	ENSG00000196301	3132
HGNC:4958	HLA-DVB			
HGNC:4959	HLA-DXA			
HGNC:4960	HLA-DXB			
HGNC:4961	HLA-DZA			
HGNC:4962	HLA-E	ENSG00000204592	ENSG00000204592	3133
HGNC:4963	HLA-F	ENSG00000204642	ENSG00000204642	3134
HGNC:26645	HLA-F-AS1	ENSG00000214922	ENSG00000214922	285830
HGNC:4964	HLA-G	ENSG00000204632	ENSG00000204632	3135
HGNC:4965	HLA-H	ENSG00000206341	ENSG00000206341	3136
HGNC:4967	HLA-J	ENSG00000204622	ENSG00000204622	3137
HGNC:4968	HLA-JY3			
HGNC:4969	HLA-K	ENSG00000230795	ENSG00000230795	3138
HGNC:4970	HLA-L	ENSG00000243753	ENSG00000243753	3139
HGNC:19406	HLA-N	ENSG00000224372	ENSG00000224372	267014
HGNC:21196	HLA-P	ENSG00000261548	ENSG00000261548	352963
HGNC:19395	HLA-S	ENSG00000225851	ENSG00000225851	267015
HGNC:23478	HLA-T	ENSG00000231130	ENSG00000231130	352964
HGNC:23477	HLA-U	ENSG00000228078	ENSG00000228078	352965
HGNC:23482	HLA-V	ENSG00000181126	ENSG00000181126	352962
HGNC:23425	HLA-W	ENSG00000235290	ENSG00000235290	352966
HGNC:19385	HLA-X			267016
HGNC:33913	HLA-Y			100127173
HGNC:19394	HLA-Z	ENSG00000235301	ENSG00000235301	267017
HGNC:4971	HLA70			
HGNC:4972	HLA92			
HGNC:4973	HLAK			
HGNC:4974	HLAL			
HGNC:4976	HLCS	ENSG00000159267	ENSG00000159267	3141
HGNC:41343	HLCS-IT1	ENSG00000237646	ENSG00000237646	100874294
HGNC:4977	HLF	ENSG00000108924	ENSG00000108924	3131
HGNC:41922	HLFP1	ENSG00000218194	ENSG00000218194	100873813
HGNC:11099	HLTF	ENSG00000071794	ENSG00000071794	6596
HGNC:40554	HLTF-AS1	ENSG00000239718	ENSG00000239718	100873945
HGNC:4978	HLX	ENSG00000136630	ENSG00000136630	3142
HGNC:42509	HLX-AS1	ENSG00000257551	ENSG00000257551	100873924
HGNC:16435	HM13	ENSG00000101294	ENSG00000101294	81502
HGNC:41940	HM13-AS1	ENSG00000230613	ENSG00000230613	100874042
HGNC:41424	HM13-IT1	ENSG00000235313	ENSG00000235313	106480432
HGNC:4980	HMAA			
HGNC:4981	HMAB			
HGNC:26137	HMBOX1	ENSG00000147421	ENSG00000147421	79618
HGNC:43632	HMBOX1-IT1	ENSG00000259196	ENSG00000259196	106481795
HGNC:43631	HMBOX1-OT1			
HGNC:4982	HMBS	ENSG00000256269	ENSG00000256269	3145
HGNC:24446	HMCES	ENSG00000183624	ENSG00000183624	56941
HGNC:19194	HMCN1	ENSG00000143341	ENSG00000143341	83872
HGNC:21293	HMCN2	ENSG00000148357	ENSG00000148357	256158
HGNC:4999	HMG1P			
HGNC:5001	HMG20A	ENSG00000140382	ENSG00000140382	10363
HGNC:5002	HMG20B	ENSG00000064961	ENSG00000064961	10362
HGNC:5010	HMGA1	ENSG00000137309	ENSG00000137309	3159
HGNC:13321	HMGA1P1	ENSG00000236683	ENSG00000236683	203477
HGNC:13322	HMGA1P2	ENSG00000248641	ENSG00000248641	171559
HGNC:13323	HMGA1P3	ENSG00000258011	ENSG00000258011	144712
HGNC:39093	HMGA1P4	ENSG00000234705	ENSG00000234705	100506080
HGNC:19120	HMGA1P5	ENSG00000233313	ENSG00000233313	387063
HGNC:19121	HMGA1P6	ENSG00000233440	ENSG00000233440	100130029
HGNC:19122	HMGA1P7	ENSG00000216753	ENSG00000216753	387065
HGNC:39183	HMGA1P8	ENSG00000233155	ENSG00000233155	100130009
HGNC:5009	HMGA2	ENSG00000149948	ENSG00000149948	8091
HGNC:53973	HMGA2-AS1	ENSG00000197301	ENSG00000197301	100129940
HGNC:4983	HMGB1	ENSG00000189403	ENSG00000189403	3146
HGNC:31379	HMGB1L15			
HGNC:4993	HMGB1P1	ENSG00000124097	ENSG00000124097	10357
HGNC:4995	HMGB1P3	ENSG00000250011	ENSG00000250011	10356
HGNC:4996	HMGB1P4	ENSG00000214821	ENSG00000214821	10355
HGNC:4997	HMGB1P5	ENSG00000132967	ENSG00000132967	10354
HGNC:4998	HMGB1P6	ENSG00000259781	ENSG00000259781	645292
HGNC:39096	HMGB1P7	ENSG00000231148	ENSG00000231148	100420044
HGNC:13319	HMGB1P8	ENSG00000259699	ENSG00000259699	692147
HGNC:13320	HMGB1P9	ENSG00000224159	ENSG00000224159	654503
HGNC:4994	HMGB1P10	ENSG00000213707	ENSG00000213707	100130561
